,Company Name,Symbol,Exchange,Currency,Country,Sector,Industry,Website,Full-Time Employees,Insider Ownership (%),Institutional Ownership (%),Market Cap ($B),Enterprise Value ($B),Shares Outstanding (B),Float Shares (B),Book Value/Share ($),EV/EBITDA,EV/Revenue,Current Price ($),Open ($),Previous Close ($),Day High ($),Day Low ($),52-Week High ($),52-Week Low ($),50-Day MA ($),200-Day MA ($),Volume,Avg Volume,EPS (TTM),EPS (Forward),PE Ratio (Trailing),PE Ratio (Forward),PEG Ratio,Profit Margin (%),Operating Margin (%),ROA (%),ROE (%),Operating CF ($B),Free CF ($B),CapEx ($B),Total Debt ($B),Debt to Equity,Quick Ratio,Current Ratio,Dividend Rate ($),Dividend Yield (%),Payout Ratio,Ex-Dividend Date,Revenue Growth YoY,Earnings Growth YoY,Earnings Date,Last Split Date,Last Split Factor
856,ACV Auctions Inc.,ACVA,NYQ,USD,United States,Consumer Cyclical,Auto & Truck Dealerships,https://www.acvauto.com,2900,2.57,103.89,2.9,2.62,0.171,0.167,2.58,-47.9,3.88,16.08,15.73,15.68,16.21,15.6,23.46,11.88,15.89,18.26,4780764,2018693,-0.44,-0.13,N/A,-123.69,N/A,-10.98%,-7.08%,-4.13%,-16.49%,0.09,0.04,N/A,0.21,47.02,1.46,1.5,N/A,N/A,N/A,N/A,25.4%,N/A,N/A,N/A,N/A
857,"ADMA Biologics, Inc.",ADMA,NGM,USD,United States,Healthcare,Biotechnology,https://www.admabiologics.com,685,2.58,88.42,4.34,4.35,0.239,0.234,1.56,27.17,9.46,18.16,18.36,18.4,18.57,17.98,25.67,10.21,20.64,18.86,4944622,3616812,0.84,0.72,21.62,25.22,N/A,45.01%,30.38%,22.06%,78.45%,0.1,0.05,N/A,0.08,21.96,3.2,6.58,N/A,N/A,N/A,N/A,40.2%,41.4%,N/A,N/A,N/A
858,Adient plc,ADNT,NYQ,USD,Ireland,Consumer Cyclical,Auto Parts,https://www.adient.com,70000,0.96,97.49,1.66,3.9,0.084,0.083,19.66,5.42,0.27,19.72,19.78,19.71,19.91,19.48,26.59,10.04,15.44,17.33,1039906,1428343,-3.23,3.43,N/A,5.75,N/A,-1.86%,3.21%,2.76%,-8.17%,0.48,0.28,N/A,2.63,130.4,0.75,1.11,N/A,N/A,N/A,1540252800,-3.7%,N/A,N/A,N/A,N/A
859,Addus HomeCare Corporation,ADUS,NMS,USD,United States,Healthcare,Medical Care Facilities,https://www.addus.com,6165,2.58,102.78,2.12,2.24,0.018,0.017,54.83,15.99,1.85,115.12,115.58,115.64,117.03,114.63,136.72,88.96,109.7,116.58,230084,193240,4.42,5.82,26.05,19.78,N/A,6.52%,9.04%,6.52%,9.18%,0.1,0.05,N/A,0.25,25.2,1.61,1.74,N/A,N/A,N/A,N/A,20.3%,19.6%,N/A,N/A,N/A
860,"Advanced Energy Industries, Inc.",AEIS,NMS,USD,United States,Industrials,Electrical Equipment & Parts,https://www.advancedenergy.com,10000,1.15,109.08,4.98,4.94,0.038,0.037,32.46,29.56,3.17,132.31,134.93,133.84,135.96,131.17,135.96,75.01,114.66,111.24,493603,367040,1.99,4.98,66.49,26.57,N/A,4.71%,8.13%,2.58%,6.34%,0.15,0.11,N/A,0.68,55.38,3.13,4.43,0.4,30.0,20.2%,1747958400,23.5%,347.5%,N/A,N/A,N/A
861,Agnico Eagle Mines Limited,AEM,NYQ,USD,Canada,Basic Materials,Gold,https://www.agnicoeagle.com,N/A,0.07,72.23,58.7,58.5,0.503,0.502,43.05,11.14,6.56,116.12,119.33,123.05,119.49,114.62,126.76,64.65,117.59,96.61,4841387,3833775,4.7,4.56,24.71,25.46,N/A,26.48%,50.08%,7.81%,11.45%,4.22,2.21,N/A,1.28,5.92,1.07,2.37,1.6,138.0,34.04%,1756771200,34.9%,132.5%,N/A,N/A,N/A
862,The AES Corporation,AES,NYQ,USD,United States,Utilities,Utilities - Diversified,https://www.aes.com,9100,0.46,91.31,7.63,42.15,0.712,0.708,4.87,13.52,3.48,10.72,10.85,10.81,10.89,10.61,20.3,9.46,10.64,12.94,12936927,16230938,1.84,2.03,5.83,5.28,N/A,10.67%,12.44%,2.4%,5.58%,3.01,-5.76,N/A,31.18,361.56,0.38,0.84,0.7,650.0,37.69%,1746057600,-5.2%,-89.2%,N/A,959904000,2:1
863,"Aeva Technologies, Inc.",AEVA,NMS,USD,United States,Technology,Software - Infrastructure,https://www.aeva.com,276,38.25,55.53,2.0,1.93,0.055,0.019,1.25,-14.33,186.55,36.43,34.02,33.56,36.76,33.31,36.76,2.2,16.54,7.28,4635812,2083016,-2.82,-2.21,N/A,-16.48,N/A,N/A,-903.15%,-51.55%,-113.7%,-0.11,-0.05,N/A,0.0,4.08,2.57,2.88,N/A,N/A,N/A,N/A,59.8%,N/A,N/A,1710806400,1:5
864,"AudioEye, Inc.",AEYE,NCM,USD,United States,Technology,Software - Application,https://www.audioeye.com,117,36.76,40.18,0.14,0.15,0.012,0.009,0.64,-71.28,3.99,11.5,11.78,11.84,11.94,11.43,34.85,8.91,12.13,17.17,164322,105056,-0.41,0.08,N/A,143.75,N/A,-13.28%,-9.66%,-6.82%,-76.11%,0.0,0.0,N/A,0.01,149.67,1.24,1.3,N/A,N/A,N/A,N/A,20.4%,N/A,N/A,1533686400,1:25
865,"American Financial Group, Inc.",AFG,NYQ,USD,United States,Financial Services,Insurance - Property & Casualty,https://www.afginc.com,8700,21.16,66.42,10.43,10.8,0.084,0.066,52.49,8.89,1.35,124.92,124.37,124.37,125.82,123.71,150.19,114.73,124.99,131.07,964965,481419,9.52,11.79,13.12,10.6,N/A,10.01%,12.08%,2.34%,18.51%,1.39,0.4,N/A,1.71,39.0,0.8,2.08,3.2,256.0,31.72%,1744675200,-1.4%,-36.4%,N/A,1166400000,3:2
866,AGCO Corporation,AGCO,NYQ,USD,United States,Industrials,Farm & Heavy Construction Machinery,https://www.agcocorp.com,24000,16.94,98.94,7.64,10.5,0.075,0.062,51.08,10.1,0.97,102.41,102.74,102.57,103.42,101.69,108.76,73.79,97.6,96.35,1048998,900580,-7.8,6.75,N/A,15.17,N/A,-5.4%,2.94%,3.55%,-14.55%,0.85,0.89,N/A,3.13,76.1,0.52,1.53,1.16,113.0,51.33%,1747267200,-30.0%,-93.8%,N/A,823132800,2:1
867,Agenus Inc.,AGEN,NCM,USD,United States,Healthcare,Biotechnology,https://www.agenusbio.com,316,1.45,34.04,0.13,0.22,0.027,0.027,-12.87,-2.44,2.25,4.76,4.91,4.91,5.22,4.75,18.74,1.38,3.83,3.52,3862972,1099154,29.61,-9.69,0.16,-0.49,N/A,-191.5%,-55.31%,-28.7%,N/A,-0.15,-0.11,N/A,0.09,N/A,0.09,0.11,N/A,N/A,N/A,N/A,-14.1%,N/A,N/A,1712880000,1:20
868,"Agios Pharmaceuticals, Inc.",AGIO,NMS,USD,United States,Healthcare,Biotechnology,https://www.agios.com,486,1.7,101.51,1.94,1.1,0.058,0.051,25.33,-2.53,29.65,33.47,33.66,33.65,34.34,33.32,62.58,23.42,31.05,37.67,431049,614100,11.54,-6.08,2.9,-5.5,N/A,1798.26%,-1221.97%,-22.88%,60.26%,-0.4,-0.24,N/A,0.05,3.61,17.12,18.5,N/A,N/A,N/A,N/A,6.6%,N/A,N/A,N/A,N/A
869,AGNC Investment Corp.,AGNC,NMS,USD,United States,Real Estate,REIT - Mortgage,https://agnc.com,53,0.39,41.93,9.47,59.22,1.02,1.013,8.86,N/A,101.4,9.28,9.34,9.32,9.37,9.21,10.85,7.85,8.98,9.63,27692682,32298125,0.36,1.73,25.78,5.36,N/A,80.48%,64.1%,0.56%,5.05%,0.26,N/A,N/A,66.27,659.93,0.22,0.24,1.44,1553.0,400.0%,1751241600,-83.3%,-97.2%,N/A,N/A,N/A
870,Adecoagro S.A.,AGRO,NYQ,USD,Luxembourg,Consumer Defensive,Farm Products,https://www.adecoagro.com,N/A,73.06,47.75,0.91,1.98,0.1,0.005,14.2,5.5,1.25,9.06,9.15,9.17,9.21,9.05,12.08,8.45,9.47,10.4,280751,929503,0.63,1.33,14.38,6.81,N/A,3.98%,-1.14%,2.77%,4.42%,0.35,0.14,N/A,1.28,87.35,0.87,1.98,0.35,385.0,54.66%,1746144000,24.3%,-60.0%,N/A,N/A,N/A
871,"Armada Hoffler Properties, Inc.",AHH,NYQ,USD,United States,Real Estate,REIT - Diversified,https://www.armadahoffler.com,148,1.47,84.65,0.72,2.33,0.08,0.079,6.07,14.02,3.71,7.01,7.14,6.96,7.2,6.97,12.46,6.1,6.97,9.2,1414241,1087859,0.1,0.25,70.1,28.04,N/A,2.99%,13.54%,1.95%,2.44%,0.07,0.09,N/A,1.44,166.3,0.9,1.61,0.56,799.0,755.0%,1751241600,-41.7%,N/A,N/A,N/A,N/A
872,N/A,AIMC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
873,"Airgain, Inc.",AIRG,NCM,USD,United States,Technology,Communication Equipment,https://www.airgain.com,121,13.93,33.64,0.05,0.05,0.012,0.01,2.57,-8.01,0.79,4.18,4.31,4.26,4.31,4.13,10.34,3.17,4.02,6.38,5941,15295,-0.69,0.2,N/A,20.9,N/A,-13.33%,-25.77%,-13.21%,-25.57%,-0.0,-0.0,N/A,0.0,14.59,1.65,2.11,N/A,N/A,N/A,N/A,-15.6%,N/A,N/A,N/A,N/A
874,Arthur J. Gallagher & Co.,AJG,NYQ,USD,United States,Financial Services,Insurance Brokers,https://www.ajg.com,53714,0.91,91.89,81.36,78.14,0.256,0.253,87.15,21.0,6.95,317.73,318.26,318.39,320.56,315.0,351.23,257.58,329.62,310.04,1385996,1453667,6.48,11.28,49.03,28.17,N/A,13.86%,27.83%,2.68%,9.3%,2.67,2.39,N/A,13.42,60.05,0.57,1.44,2.6,82.0,37.81%,1749168000,10.1%,-0.7%,N/A,979862400,2:1
875,"Akamai Technologies, Inc.",AKAM,NMS,USD,United States,Technology,Software - Infrastructure,https://www.akamai.com,10811,1.94,96.43,11.33,14.94,0.142,0.143,31.38,13.28,3.72,79.6,79.73,79.6,80.27,78.77,106.8,67.51,78.23,89.42,2413346,2521579,2.98,6.68,26.71,11.92,N/A,11.26%,15.27%,3.92%,9.82%,1.42,0.51,N/A,4.62,100.75,1.03,1.18,N/A,N/A,N/A,N/A,2.9%,-26.1%,N/A,N/A,N/A
876,"Akero Therapeutics, Inc.",AKRO,NMS,USD,United States,Healthcare,Biotechnology,https://akerotx.com,69,1.39,109.29,4.48,3.83,0.08,0.066,13.6,-12.5,N/A,56.19,56.03,56.28,57.35,55.03,58.4,21.02,47.06,38.28,2648150,1687470,-3.75,-4.25,N/A,-13.22,N/A,N/A,N/A,-18.52%,-27.92%,-0.26,-0.18,N/A,0.04,3.34,16.17,16.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
877,"Akoustis Technologies, Inc.",AKTS,NCM,USD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04,0.04,0.04,0.04,0.04,0.04,N/A,N/A,74784722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
878,"Aldeyra Therapeutics, Inc.",ALDX,NCM,USD,United States,Healthcare,Biotechnology,https://www.aldeyra.com,8,3.13,56.16,0.23,0.15,0.06,0.048,1.06,-2.5,N/A,3.79,3.91,3.87,4.0,3.73,7.2,1.14,2.57,4.63,1879287,1885382,-0.97,-0.61,N/A,-6.21,N/A,N/A,N/A,-32.6%,-65.19%,-0.05,0.03,N/A,0.02,24.48,6.36,6.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
879,"ALLETE, Inc.",ALE,NYQ,USD,United States,Utilities,Utilities - Diversified,https://www.allete.com,1595,0.31,74.67,3.7,6.06,0.058,0.058,49.45,13.33,3.97,63.88,64.01,64.0,64.16,63.83,66.4,61.51,64.99,64.92,659392,384764,3.19,3.99,20.03,16.01,N/A,12.1%,13.69%,1.64%,3.51%,0.51,-0.03,N/A,1.93,56.86,0.62,1.26,2.92,457.0,89.18%,1747267200,-0.8%,10.1%,N/A,1095724800,1:3
880,"Alexander & Baldwin, Inc.",ALEX,NYQ,USD,United States,Real Estate,REIT - Retail,https://www.alexanderbaldwin.com,96,0.81,88.92,1.3,1.73,0.073,0.072,13.82,14.83,7.33,17.86,17.86,17.87,17.98,17.74,20.3,15.7,17.56,18.11,653399,473814,0.89,0.61,20.07,29.28,N/A,26.26%,39.83%,3.05%,6.47%,0.11,0.11,N/A,0.45,45.05,0.31,1.19,0.9,504.0,100.56%,1749772800,-8.3%,6.0%,N/A,N/A,N/A
881,Alamo Group Inc.,ALG,NYQ,USD,United States,Industrials,Farm & Heavy Construction Machinery,https://www.alamo-group.com,3750,1.34,99.11,2.62,2.66,0.012,0.012,88.35,12.31,1.67,217.1,219.62,219.45,219.78,215.42,220.0,157.07,194.85,186.39,323553,115574,9.6,10.85,22.61,20.01,N/A,7.25%,11.37%,6.71%,11.48%,0.22,0.21,N/A,0.23,22.1,2.55,4.3,1.2,55.0,11.25%,1744761600,-8.1%,-1.1%,N/A,N/A,N/A
882,Allegiant Travel Company,ALGT,NMS,USD,United States,Industrials,Airlines,https://www.allegiantair.com,6057,21.86,94.42,1.02,2.2,0.018,0.013,63.03,7.29,0.86,55.71,56.27,54.65,56.66,54.77,107.57,36.09,52.36,66.54,440879,454904,-11.69,5.79,N/A,9.62,N/A,-8.11%,9.08%,1.7%,-17.02%,0.36,0.12,N/A,2.09,187.96,0.81,0.9,N/A,N/A,57.51%,1715644800,6.5%,N/A,N/A,N/A,N/A
883,"Alignment Healthcare, Inc.",ALHC,NMS,USD,United States,Healthcare,Healthcare Plans,https://www.alignmenthealth.com,1679,5.54,92.78,2.74,2.59,0.198,0.145,0.55,-76.4,0.86,13.85,13.76,13.76,13.91,13.63,21.06,7.62,15.57,13.98,4748698,3513600,-0.47,-0.51,N/A,-27.16,N/A,-3.02%,-0.46%,-5.06%,-75.39%,0.06,0.09,N/A,0.33,302.31,1.52,1.69,N/A,N/A,N/A,N/A,47.5%,N/A,N/A,N/A,N/A
884,N/A,ALIM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
885,Alkermes plc,ALKS,NMS,USD,Ireland,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.alkermes.com,1800,1.51,107.58,4.75,3.94,0.165,0.162,9.17,9.4,2.6,28.81,28.88,28.83,29.1,28.52,36.45,22.9,29.88,30.13,1704427,1775661,2.1,2.01,13.72,14.33,N/A,23.3%,4.5%,11.62%,25.71%,0.52,0.43,N/A,0.07,4.9,2.72,3.33,N/A,N/A,N/A,N/A,-12.5%,-40.3%,N/A,958348800,2:1
886,Allot Ltd.,ALLT,NMS,USD,Israel,Technology,Software - Infrastructure,https://www.allot.com,523,0.19,60.85,0.32,0.3,0.04,0.027,1.26,138.24,3.25,7.99,7.96,8.01,8.02,7.75,9.92,2.36,7.58,5.8,757686,484354,-0.09,0.01,N/A,799.0,N/A,-3.95%,-3.06%,-1.82%,-7.51%,0.01,0.01,N/A,0.05,92.31,2.25,2.48,N/A,N/A,N/A,N/A,5.8%,N/A,N/A,N/A,N/A
887,"Alarm.com Holdings, Inc.",ALRM,NMS,USD,United States,Technology,Software - Application,https://www.alarm.com,2020,5.38,98.94,2.8,2.73,0.05,0.047,15.29,19.69,2.86,56.35,56.71,56.4,56.94,55.99,71.98,48.23,56.19,58.08,364716,361174,2.37,2.26,23.78,24.93,N/A,13.45%,12.44%,4.2%,16.07%,0.18,0.12,N/A,1.06,130.93,1.93,2.15,N/A,N/A,N/A,N/A,7.0%,18.2%,N/A,N/A,N/A
888,Alerus Financial Corporation,ALRS,NCM,USD,United States,Financial Services,Banks - Regional,https://www.alerus.com,846,8.46,53.99,0.56,0.75,0.025,0.023,20.27,N/A,3.33,21.93,22.1,22.05,22.21,21.76,24.41,15.78,20.67,20.73,147784,80688,1.03,2.13,21.29,10.3,N/A,11.0%,29.84%,0.51%,5.57%,0.02,N/A,N/A,0.29,N/A,N/A,N/A,0.81,369.0,77.67%,1750982400,42.9%,62.5%,N/A,1410739200,3:1
889,"Altimmune, Inc.",ALT,NGM,USD,United States,Healthcare,Biotechnology,https://altimmune.com,59,0.76,47.87,0.28,0.14,0.081,0.08,1.83,-1.38,6781.77,3.5,3.65,3.61,3.77,3.38,11.16,2.9,5.68,6.54,19808008,4570427,-1.26,-1.47,N/A,-2.38,N/A,N/A,-436300.0%,-35.51%,-57.28%,-0.08,-0.05,N/A,0.0,1.12,15.54,15.85,N/A,N/A,N/A,1484870400,N/A,N/A,N/A,1536883200,1:30
890,"Alto Ingredients, Inc.",ALTO,NCM,USD,United States,Basic Materials,Specialty Chemicals,https://www.altoingredients.com,393,6.97,37.91,0.09,0.19,0.077,0.069,2.8,34.43,0.2,1.14,1.15,1.16,1.2,1.12,2.05,0.76,0.96,1.38,452266,392879,-0.81,0.2,N/A,5.7,N/A,-6.2%,-3.97%,-2.89%,-24.43%,-0.02,-0.0,N/A,0.13,61.37,1.74,2.89,N/A,N/A,N/A,N/A,-5.9%,N/A,N/A,1368489600,1:15
891,N/A,ALTR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
892,N/A,ALVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
893,"Ambarella, Inc.",AMBA,NMS,USD,United States,Technology,Semiconductor Equipment & Materials,https://www.ambarella.com,941,4.96,86.72,2.84,2.59,0.042,0.04,13.5,-25.96,8.19,67.06,68.81,69.3,71.05,65.58,85.15,38.86,54.5,61.1,2135490,973483,-2.49,-0.18,N/A,-372.56,N/A,-32.73%,-30.11%,-10.54%,-18.35%,0.06,0.09,N/A,0.0,0.77,2.32,2.69,N/A,N/A,N/A,N/A,57.6%,N/A,N/A,N/A,N/A
894,AMC Networks Inc.,AMCX,NMS,USD,United States,Communication Services,Entertainment,https://www.amcnetworks.com,1800,4.41,106.28,0.29,1.93,0.033,0.033,19.79,4.0,0.81,6.38,6.34,6.29,6.42,6.23,11.57,5.41,6.35,7.89,461741,563803,-5.79,3.59,N/A,1.78,N/A,-10.68%,12.43%,5.26%,-22.15%,0.33,1.06,N/A,2.42,246.4,2.17,2.26,N/A,N/A,N/A,N/A,-6.9%,-67.1%,N/A,N/A,N/A
895,N/A,AMEH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
896,N/A,AMK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
897,"Amkor Technology, Inc.",AMKR,NMS,USD,United States,Technology,Semiconductor Equipment & Materials,https://amkor.com,28300,54.76,45.22,5.23,5.1,0.247,0.103,16.82,5.1,0.81,21.15,21.28,21.18,21.31,21.01,44.86,14.03,18.81,23.49,2098046,2209320,1.28,1.91,16.52,11.07,N/A,5.04%,2.38%,3.65%,7.73%,0.95,0.18,N/A,1.4,33.48,1.8,2.06,0.33,156.0,25.23%,1749081600,-3.2%,-64.3%,N/A,N/A,N/A
898,"AMN Healthcare Services, Inc.",AMN,NYQ,USD,United States,Healthcare,Medical Care Facilities,https://www.amnhealthcare.com,2968,0.92,107.13,0.8,1.78,0.038,0.038,18.72,6.81,0.62,20.88,21.14,21.04,21.33,20.65,70.07,17.45,20.84,27.53,1603087,818206,-4.33,2.06,N/A,10.14,N/A,-5.8%,1.81%,2.19%,-21.08%,0.33,0.27,N/A,1.04,145.03,0.94,1.08,N/A,N/A,N/A,N/A,-16.0%,N/A,N/A,N/A,N/A
899,N/A,AMOT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
900,"Amphastar Pharmaceuticals, Inc.",AMPH,NMS,USD,United States,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.amphastar.com,2028,23.68,72.67,1.09,1.5,0.047,0.036,15.76,6.06,2.06,23.08,23.32,23.18,23.41,22.86,53.96,22.64,24.72,35.38,695151,576858,2.76,4.37,8.36,5.28,N/A,19.38%,21.87%,7.6%,19.9%,0.19,-0.0,N/A,0.65,86.86,1.92,2.95,N/A,N/A,N/A,N/A,-0.8%,-37.0%,N/A,N/A,N/A
901,"Alpha Metallurgical Resources, Inc.",AMR,NYQ,USD,United States,Basic Materials,Coking Coal,https://www.alphametresources.com,3960,11.45,85.48,1.37,0.93,0.013,0.012,123.72,3.87,0.35,104.88,101.16,99.77,105.99,100.09,334.72,97.41,117.12,172.19,348783,316651,2.05,35.48,51.16,2.96,N/A,1.01%,-8.27%,0.98%,1.66%,0.41,0.23,N/A,0.01,0.31,3.04,3.87,N/A,N/A,N/A,1701302400,-38.4%,N/A,N/A,N/A,N/A
902,"A-Mark Precious Metals, Inc.",AMRK,NMS,USD,United States,Financial Services,Capital Markets,https://www.amark.com,482,23.95,60.68,0.52,1.4,0.025,0.018,26.13,20.16,0.13,21.16,21.91,21.91,21.91,21.15,47.39,19.39,22.03,29.24,593213,303993,1.57,3.86,13.48,5.48,N/A,0.34%,0.24%,1.7%,5.7%,0.17,-0.01,N/A,0.94,134.98,0.28,1.56,0.8,378.0,50.96%,1744675200,15.3%,N/A,N/A,1654560000,2:1
903,American Woodmark Corporation,AMWD,NMS,USD,United States,Consumer Cyclical,"Furnishings, Fixtures & Appliances",https://www.americanwoodmark.com,7800,1.76,103.01,0.77,1.23,0.015,0.014,62.69,6.21,0.72,53.19,51.46,50.88,53.58,50.85,106.57,50.0,56.42,74.54,457799,163074,6.5,9.95,8.18,5.35,N/A,5.82%,8.11%,5.72%,10.89%,0.11,0.09,N/A,0.51,55.67,0.89,1.99,N/A,N/A,N/A,1307577600,-11.7%,1.5%,N/A,1096243200,2:1
904,"AnaptysBio, Inc.",ANAB,NMS,USD,United States,Healthcare,Biotechnology,https://www.anaptysbio.com,136,5.1,134.2,0.66,0.67,0.029,0.018,1.12,-6.68,5.96,22.47,23.14,23.38,23.53,22.19,41.31,12.21,21.59,21.83,449340,662054,-4.76,-6.41,N/A,-3.51,N/A,-125.7%,-99.17%,-15.14%,-343.83%,-0.11,-0.06,N/A,0.35,1016.89,8.12,8.25,N/A,N/A,N/A,N/A,286.8%,N/A,N/A,N/A,N/A
905,"The Andersons, Inc.",ANDE,NMS,USD,United States,Consumer Defensive,Food Distribution,https://andersonsinc.com,2224,5.28,90.73,1.24,2.11,0.034,0.032,39.94,6.57,0.19,36.14,36.75,36.69,36.9,36.05,55.52,31.03,36.07,42.42,392997,316411,3.17,4.1,11.4,8.81,N/A,0.97%,0.27%,3.38%,10.64%,0.22,-0.21,N/A,0.87,54.84,0.72,1.76,0.78,216.0,24.29%,1751328000,-2.2%,-94.8%,N/A,1392768000,3:2
906,Angi Inc.,ANGI,NMS,USD,United States,Communication Services,Internet Content & Information,https://www.angi.com,2800,8.96,21.39,0.76,0.91,0.048,0.04,21.18,7.98,0.81,15.76,15.63,15.57,15.84,15.4,29.2,10.88,14.79,18.34,3901196,1497951,1.03,0.05,15.3,315.2,N/A,4.69%,8.13%,1.34%,5.09%,0.13,0.07,N/A,0.54,51.37,1.98,2.15,N/A,N/A,N/A,N/A,-19.5%,N/A,N/A,1742774400,1:10
907,"Anika Therapeutics, Inc.",ANIK,NMS,USD,United States,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.anika.com,288,4.91,90.28,0.15,0.13,0.014,0.01,10.35,91.64,1.08,10.74,11.04,10.83,11.14,10.61,29.12,10.47,12.34,17.02,151590,69551,-0.75,-0.2,N/A,-53.7,N/A,-48.48%,-16.37%,-1.73%,-6.07%,0.01,0.04,N/A,0.03,17.14,4.21,5.73,N/A,N/A,N/A,N/A,-9.8%,N/A,N/A,N/A,N/A
908,"Angel Oak Mortgage REIT, Inc.",AOMR,NYQ,USD,United States,Real Estate,REIT - Mortgage,https://angeloakreit.com,N/A,4.51,73.08,0.22,2.29,0.024,0.013,10.7,N/A,40.15,9.39,9.34,9.32,9.4,9.28,13.31,7.36,9.27,9.59,127918,134582,1.53,1.33,6.14,7.06,N/A,63.71%,87.25%,1.48%,14.14%,-0.46,N/A,N/A,2.11,840.55,2.63,2.64,1.28,1363.0,83.66%,1747872000,31.9%,70.6%,N/A,N/A,N/A
909,"Artivion, Inc.",AORT,NYQ,USD,United States,Healthcare,Medical Devices,https://artivion.com,1600,5.01,97.31,1.47,1.66,0.047,0.038,6.89,38.37,4.25,31.19,30.8,30.62,31.2,30.56,32.33,21.97,27.75,27.34,543049,441203,-0.51,0.24,N/A,129.96,N/A,-5.49%,-0.69%,1.54%,-7.26%,0.01,-0.01,N/A,0.36,123.15,2.57,5.53,N/A,N/A,N/A,1449619200,1.6%,N/A,N/A,977961600,3:2
910,Artisan Partners Asset Management Inc.,APAM,NYQ,USD,United States,Financial Services,Asset Management,https://www.artisanpartners.com,584,2.7,92.17,3.14,3.32,0.07,0.063,5.06,8.6,2.96,44.55,44.73,44.53,45.21,44.29,49.54,32.75,40.67,42.65,1314210,645709,3.64,3.73,12.24,11.94,N/A,23.24%,31.22%,16.3%,60.8%,0.38,0.19,N/A,0.3,59.52,2.62,2.75,3.05,685.0,81.87%,1747353600,4.8%,-2.4%,N/A,N/A,N/A
